,d1,d2,d3,d4,d5,ruangan
127,,-31.0,-59.0,-60.0,-73.0,302
128,,-40.0,-61.0,-61.0,-75.0,302
129,,-31.0,-56.0,-63.0,-74.0,302
130,,-50.0,-55.0,-72.0,-77.0,302
131,,-44.0,-55.0,-66.0,-75.0,302
132,,-45.0,-65.0,-66.0,-81.0,302
133,,-48.0,-75.0,-68.0,-80.0,302
134,,-41.0,-59.0,-58.0,-70.0,302
135,,-41.0,-50.0,-60.0,-73.0,302
136,,-42.0,-57.0,-68.0,-75.0,302
137,,-33.0,-51.0,-65.0,-73.0,302
138,,-50.0,-49.0,-62.0,-73.0,302
139,,-30.0,-52.0,-63.0,-74.0,302
140,,-38.0,-52.0,-65.0,-79.0,302
141,,-37.0,-57.0,-58.0,-75.0,302
142,,-33.0,-58.0,-59.0,-78.0,302
143,,-32.0,-66.0,-55.0,-76.0,302
144,,-33.0,-57.0,-57.0,-69.0,302
145,,-37.0,-58.0,-57.0,-72.0,302
146,,-47.0,,-55.0,-68.0,303
147,,-52.0,,-54.0,-68.0,303
148,,-47.0,,-55.0,-67.0,303
149,,-58.0,,-57.0,-69.0,303
150,,-58.0,-46.0,-53.0,-77.0,303
151,,-57.0,-50.0,-52.0,-75.0,303
152,,-57.0,-47.0,-60.0,-69.0,303
153,,-51.0,-49.0,-47.0,-69.0,303
154,,-52.0,-57.0,-51.0,-65.0,303
155,,-54.0,-49.0,-51.0,-64.0,303
156,,-53.0,,-49.0,-62.0,303
157,,-53.0,-51.0,-55.0,-64.0,303
158,,-53.0,-58.0,-54.0,-72.0,303
159,,-49.0,-54.0,-49.0,-67.0,303
160,,-61.0,-58.0,-42.0,-59.0,303
161,,-53.0,-55.0,-55.0,-65.0,303
162,,-50.0,-53.0,-57.0,-73.0,303
163,,-49.0,-50.0,-61.0,-71.0,303
164,,-56.0,-48.0,-58.0,-69.0,303
165,,-52.0,-53.0,-56.0,-69.0,303
166,,-51.0,-45.0,-62.0,-66.0,303
167,,-55.0,-48.0,-57.0,-64.0,303
168,,-50.0,-48.0,-60.0,-64.0,303
169,,-51.0,,-68.0,-62.0,303
170,,-45.0,-49.0,-62.0,-72.0,303
171,,-46.0,-50.0,-54.0,-66.0,303
172,,-52.0,-53.0,,-69.0,303
173,,-51.0,-50.0,-59.0,-67.0,303
174,,-46.0,-54.0,-57.0,-67.0,303
175,,-44.0,-55.0,-57.0,-64.0,303
176,,-52.0,-47.0,-53.0,-77.0,303
177,,-48.0,-50.0,-51.0,-65.0,303
178,,-49.0,-51.0,-53.0,-66.0,303
179,,-48.0,-54.0,-53.0,-63.0,303
180,,,-57.0,-59.0,-57.0,303
181,,-46.0,-59.0,-44.0,-64.0,303
182,,,-56.0,-46.0,-58.0,303
183,,-60.0,-49.0,-51.0,-68.0,303
184,,-56.0,-48.0,-51.0,-68.0,303
185,,-49.0,-47.0,-53.0,-62.0,303
186,,-49.0,-50.0,-60.0,-63.0,303
187,,-48.0,-48.0,-56.0,-72.0,303
188,,-57.0,-45.0,-59.0,-67.0,303
189,,-45.0,-49.0,-59.0,-71.0,303
190,,-44.0,,-58.0,-68.0,303
191,,-54.0,-52.0,-59.0,-71.0,303
192,,-38.0,-50.0,-57.0,-65.0,303
193,,-42.0,-48.0,-58.0,-70.0,303
194,,-53.0,-48.0,-51.0,-73.0,303
195,,-46.0,-49.0,-56.0,-67.0,303
196,,-55.0,-44.0,-52.0,-68.0,303
197,,-55.0,-42.0,-45.0,-69.0,303
198,,-55.0,-44.0,-48.0,-66.0,303
199,,-54.0,-43.0,-49.0,-70.0,303
200,,-58.0,-42.0,,-65.0,303
201,,-58.0,-50.0,-52.0,-70.0,303
202,,-54.0,-41.0,-45.0,-66.0,303
203,,-52.0,-50.0,-42.0,-64.0,303
204,,-57.0,-45.0,-46.0,-78.0,303
205,,-48.0,-45.0,-50.0,-60.0,303
206,,-49.0,-59.0,-57.0,-69.0,303
207,,-52.0,-54.0,-59.0,-68.0,303
208,,-52.0,-43.0,-50.0,-70.0,303
209,,-48.0,-41.0,-58.0,-61.0,303
210,,-52.0,-47.0,-65.0,-64.0,303
211,,-52.0,-42.0,-60.0,-64.0,303
212,,-55.0,-48.0,-57.0,-68.0,303
213,,-54.0,,-53.0,-74.0,303
214,,-52.0,-45.0,-57.0,-75.0,303
215,,-53.0,-41.0,-61.0,-78.0,303
216,,-48.0,,-59.0,-73.0,303
217,, -55,,, -59,304
218,,-63.0,,-45.0,-57.0,304
219,,-66.0,-57.0,-48.0,-59.0,304
220,,-69.0,-59.0,-52.0,-63.0,304
221,,-60.0,-58.0,-50.0,-60.0,304
222,,-65.0,-50.0,-49.0,-62.0,304
223,,-64.0,-49.0,-46.0,-55.0,304
224,,-62.0,-54.0,-45.0,-63.0,304
225,,-66.0,-57.0,-47.0,-58.0,304
226,,-64.0,-60.0,-42.0,-65.0,304
227,,-65.0,-59.0,-41.0,-66.0,304
228,,-78.0,-59.0,-50.0,-63.0,304
229,,-69.0,-61.0,-45.0,-60.0,304
230,,-62.0,-53.0,-46.0,-62.0,304
231,,-60.0,-52.0,-39.0,-65.0,304
232,,-59.0,-48.0,-44.0,-64.0,304
233,,-61.0,-51.0,-41.0,-59.0,304
234,,-59.0,-59.0,-46.0,-64.0,304
235,,-60.0,-53.0,-48.0,-60.0,304
236,,-64.0,-63.0,-48.0,-66.0,304
237,, -55, -54, -48, -61,304
238,,-61.0,-61.0,-36.0,-59.0,304
239,,-66.0,-52.0,-48.0,-64.0,304
240,,-62.0,-56.0,-52.0,-63.0,304
241,,-65.0,-49.0,-49.0,-61.0,304
242,,-60.0,-49.0,-51.0,-67.0,304
243,,-60.0,-50.0,-45.0,-65.0,304
244,,-63.0,-56.0,-45.0,-63.0,304
245,,-69.0,-64.0,-48.0,-67.0,304
246,,-59.0,-56.0,-46.0,-62.0,304
247,,-61.0,-75.0,-48.0,-65.0,304
248,,-56.0,-70.0,-37.0,-67.0,304
249,,-66.0,-59.0,-45.0,-63.0,304
250,,-62.0,-57.0,-37.0,-55.0,304
251,,-59.0,-55.0,-40.0,-60.0,304
252,,-59.0,-55.0,-37.0,-56.0,304
253,,-55.0,-57.0,-45.0,-63.0,304
254,,-64.0,-55.0,-43.0,-65.0,304
255,,-64.0,-52.0,-45.0,-64.0,304
256,,-61.0,-56.0,-50.0,-58.0,304
257,,-61.0,-52.0,-50.0,-63.0,304
258,,-61.0,-60.0,-53.0,-58.0,304
259,,-48.0,-56.0,-41.0,-53.0,304
260,,-50.0,-53.0,-42.0,-61.0,304
261,,-55.0,-48.0,-37.0,-62.0,304
262,,-59.0,-59.0,-44.0,-62.0,304
263,,-61.0,-57.0,-36.0,-59.0,304
264,,-62.0,-52.0,-36.0,-69.0,304
265,,-64.0,-46.0,-34.0,-67.0,304
266,,-59.0,-45.0,-37.0,-66.0,304
267,,-64.0,-57.0,-46.0,-60.0,304
268,,-59.0,-53.0,-43.0,-63.0,304
269,,-60.0,-62.0,-34.0,-56.0,304
270,,-64.0,-57.0,-46.0,-60.0,304
271,,-63.0,-52.0,-45.0,-65.0,304
272,,-65.0,-48.0,-51.0,-54.0,304
273,,-61.0,-57.0,-47.0,-58.0,304
274,,-63.0,-59.0,-52.0,-64.0,304
275,,-59.0,-56.0,-56.0,-57.0,304
276,,-57.0,-54.0,-49.0,-53.0,304
277,,-58.0,-52.0,-50.0,-59.0,304
278,,-59.0,-57.0,-47.0,-60.0,304
279,,-60.0,-56.0,-48.0,-60.0,304
280,,-55.0,-48.0,-44.0,-63.0,304
281,,-57.0,-54.0,-46.0,-71.0,304
282,,-59.0,-53.0,-48.0,-61.0,304
283,,-60.0,-62.0,-40.0,-57.0,304
284,,-62.0,-50.0,-45.0,-68.0,304
285,,-63.0,-50.0,-40.0,-68.0,304
286,,-59.0,-50.0,-44.0,-70.0,304
287,,-61.0,-58.0,-38.0,-65.0,304
288,,-60.0,-63.0,-41.0,-58.0,304
289,,-66.0,-60.0,-39.0,-54.0,304
290,,-61.0,-58.0,-43.0,-56.0,304
291,,-67.0,-65.0,-37.0,-61.0,304
292,,-63.0,-62.0,-46.0,-53.0,304
293,,-66.0,-63.0,-40.0,-59.0,305
294,,-64.0,-62.0,-33.0,-67.0,305
295,,-67.0,-59.0,-30.0,-57.0,305
296,,-63.0,,-28.0,-58.0,305
297,,-73.0,-63.0,-27.0,-54.0,305
298,,-67.0,-61.0,,-56.0,305
299,,-63.0,-62.0,-37.0,-58.0,305
300,,-62.0,,,-53.0,305
301,,-63.0,-62.0,,-53.0,305
302,,-62.0,,-41.0,-61.0,305
303,,-63.0,-65.0,-41.0,-53.0,305
304,,-62.0,,-40.0,-56.0,305
305,,-67.0,-70.0,,-53.0,305
306,,-70.0,-63.0,-48.0,-52.0,305
307,,-71.0,-68.0,-44.0,-61.0,305
308,,-78.0,-66.0,-46.0,-53.0,305
309,,-67.0,-65.0,,-54.0,305
310,,-63.0,,-41.0,-49.0,305
311,,-65.0,-64.0,-37.0,-52.0,305
312,,-63.0,-59.0,-32.0,-53.0,305
313,,-69.0,-57.0,-30.0,-53.0,305
314,,-63.0,,-38.0,-51.0,305
315,,-63.0,-70.0,-47.0,-59.0,305
316,,-64.0,-67.0,-39.0,-57.0,305
317,,-64.0,-66.0,-35.0,-57.0,305
318,,-65.0,-67.0,-28.0,-55.0,305
319,,-70.0,-69.0,-37.0,-53.0,305
320,,-59.0,-58.0,-39.0,-56.0,305
321,,-53.0,-56.0,-42.0,-59.0,305
322,,-65.0,-59.0,-29.0,-60.0,305
323,,-75.0,-71.0,-41.0,-62.0,305
324,,-71.0,-65.0,-33.0,-55.0,305
325,,-72.0,-64.0,-36.0,-62.0,305
326,,-72.0,-67.0,-39.0,-48.0,305
327,,-69.0,-66.0,-42.0,-51.0,305
328,,-70.0,-71.0,-43.0,-55.0,305
329,,-69.0,-63.0,-45.0,-52.0,305
330,,-69.0,-67.0,-53.0,-55.0,305
331,,-74.0,-64.0,-42.0,-54.0,305
332,,-70.0,-67.0,-43.0,-55.0,305
333,,-55.0,-64.0,-39.0,-53.0,305
334,,-53.0,-68.0,-49.0,-52.0,305
335,,-69.0,-71.0,-48.0,-54.0,305
336,,-67.0,-62.0,-46.0,-54.0,305
337,,-70.0,,-48.0,-51.0,305
338,,-57.0,-63.0,-48.0,-45.0,305
339,,-66.0,-63.0,-48.0,-45.0,305
340,,-68.0,-66.0,-38.0,-49.0,305
341,,-57.0,-65.0,-36.0,-48.0,305
342,,-59.0,-59.0,-37.0,-50.0,305
343,,-65.0,-58.0,-32.0,-56.0,305
344,,-64.0,-59.0,-33.0,-56.0,305
345,,-67.0,-62.0,-30.0,-65.0,305
346,,-63.0,-59.0,-39.0,-56.0,305
347,,-63.0,-66.0,-39.0,-54.0,305
348,,-64.0,-59.0,-40.0,-59.0,305
349,,-66.0,-64.0,-35.0,-58.0,305
350,,-70.0,-68.0,-32.0,-58.0,305
351,,-67.0,-66.0,-33.0,-57.0,305
352,,-57.0,-60.0,-29.0,-51.0,305
353,,-55.0,-65.0,-32.0,-49.0,305
354,,-62.0,-67.0,-29.0,-48.0,305
355,,-62.0,-64.0,-29.0,-55.0,305
356,,-54.0,-68.0,-46.0,-49.0,305
357,,-66.0,-69.0,-35.0,-54.0,305
358,,-68.0,-65.0,-44.0,-52.0,305
359,,-58.0,-62.0,-36.0,-60.0,305
360,,-56.0,-66.0,-38.0,-54.0,305
361,,-57.0,-72.0,-40.0,-47.0,305
362,,-61.0,,-41.0,-45.0,305
