,d1,d2,d3,d4,d5,ruangan
258,-66.0,-61.0,-60.0,-53.0,-58.0,304
259,-68.0,-48.0,-56.0,-41.0,-53.0,304
260,-68.0,-50.0,-53.0,-42.0,-61.0,304
261,-68.0,-55.0,-48.0,-37.0,-62.0,304
262,-71.0,-59.0,-59.0,-44.0,-62.0,304
263,-70.0,-61.0,-57.0,-36.0,-59.0,304
264,-75.0,-62.0,-52.0,-36.0,-69.0,304
265,-64.0,-64.0,-46.0,-34.0,-67.0,304
266,-90,-59.0,-45.0,-37.0,-66.0,304
267,-75.0,-64.0,-57.0,-46.0,-60.0,304
268,-71.0,-59.0,-53.0,-43.0,-63.0,304
269,-72.0,-60.0,-62.0,-34.0,-56.0,304
270,-77.0,-64.0,-57.0,-46.0,-60.0,304
271,-70.0,-63.0,-52.0,-45.0,-65.0,304
272,-71.0,-65.0,-48.0,-51.0,-54.0,304
273,-64.0,-61.0,-57.0,-47.0,-58.0,304
274,-69.0,-63.0,-59.0,-52.0,-64.0,304
275,-76.0,-59.0,-56.0,-56.0,-57.0,304
276,-66.0,-57.0,-54.0,-49.0,-53.0,304
277,-73.0,-58.0,-52.0,-50.0,-59.0,304
278,-77.0,-59.0,-57.0,-47.0,-60.0,304
279,-70.0,-60.0,-56.0,-48.0,-60.0,304
280,-69.0,-55.0,-48.0,-44.0,-63.0,304
281,-81.0,-57.0,-54.0,-46.0,-71.0,304
282,-84.0,-59.0,-53.0,-48.0,-61.0,304
283,-74.0,-60.0,-62.0,-40.0,-57.0,304
284,-66.0,-62.0,-50.0,-45.0,-68.0,304
285,-67.0,-63.0,-50.0,-40.0,-68.0,304
286,-68.0,-59.0,-50.0,-44.0,-70.0,304
287,-71.0,-61.0,-58.0,-38.0,-65.0,304
288,-77.0,-60.0,-63.0,-41.0,-58.0,304
289,-73.0,-66.0,-60.0,-39.0,-54.0,304
290,-74.0,-61.0,-58.0,-43.0,-56.0,304
291,-78.0,-67.0,-65.0,-37.0,-61.0,304
292,-76.0,-63.0,-62.0,-46.0,-53.0,304
293,-70.0,-66.0,-63.0,-40.0,-59.0,305
294,-74.0,-64.0,-62.0,-33.0,-67.0,305
295,-74.0,-67.0,-59.0,-30.0,-57.0,305
296,-90,-63.0,-90,-28.0,-58.0,305
297,-74.0,-73.0,-63.0,-27.0,-54.0,305
298,-90,-67.0,-61.0,-90,-56.0,305
299,-90,-63.0,-62.0,-37.0,-58.0,305
300,-78.0,-62.0,-90,-90,-53.0,305
301,-73.0,-63.0,-62.0,-90,-53.0,305
302,-72.0,-62.0,-90,-41.0,-61.0,305
303,-74.0,-63.0,-65.0,-41.0,-53.0,305
304,-90,-62.0,-90,-40.0,-56.0,305
305,-90,-67.0,-70.0,-90,-53.0,305
306,-75.0,-70.0,-63.0,-48.0,-52.0,305
307,-70.0,-71.0,-68.0,-44.0,-61.0,305
308,-72.0,-78.0,-66.0,-46.0,-53.0,305
309,-73.0,-67.0,-65.0,-90,-54.0,305
310,-90,-63.0,-90,-41.0,-49.0,305
311,-90,-65.0,-64.0,-37.0,-52.0,305
312,-90,-63.0,-59.0,-32.0,-53.0,305
313,-90,-69.0,-57.0,-30.0,-53.0,305
314,-72.0,-63.0,-90,-38.0,-51.0,305
315,-76.0,-63.0,-70.0,-47.0,-59.0,305
316,-90,-64.0,-67.0,-39.0,-57.0,305
317,-68.0,-64.0,-66.0,-35.0,-57.0,305
318,-79.0,-65.0,-67.0,-28.0,-55.0,305
319,-90,-70.0,-69.0,-37.0,-53.0,305
320,-90,-59.0,-58.0,-39.0,-56.0,305
321,-69.0,-53.0,-56.0,-42.0,-59.0,305
322,-90,-65.0,-59.0,-29.0,-60.0,305
323,-75.0,-75.0,-71.0,-41.0,-62.0,305
324,-74.0,-71.0,-65.0,-33.0,-55.0,305
325,-76.0,-72.0,-64.0,-36.0,-62.0,305
326,-90,-72.0,-67.0,-39.0,-48.0,305
327,-73.0,-69.0,-66.0,-42.0,-51.0,305
328,-75.0,-70.0,-71.0,-43.0,-55.0,305
329,-79.0,-69.0,-63.0,-45.0,-52.0,305
330,-72.0,-69.0,-67.0,-53.0,-55.0,305
331,-75.0,-74.0,-64.0,-42.0,-54.0,305
332,-77.0,-70.0,-67.0,-43.0,-55.0,305
333,-77.0,-55.0,-64.0,-39.0,-53.0,305
334,-73.0,-53.0,-68.0,-49.0,-52.0,305
335,-90,-69.0,-71.0,-48.0,-54.0,305
336,-90,-67.0,-62.0,-46.0,-54.0,305
337,-79.0,-70.0,-90,-48.0,-51.0,305
338,-72.0,-57.0,-63.0,-48.0,-45.0,305
339,-73.0,-66.0,-63.0,-48.0,-45.0,305
340,-73.0,-68.0,-66.0,-38.0,-49.0,305
341,-76.0,-57.0,-65.0,-36.0,-48.0,305
342,-90,-59.0,-59.0,-37.0,-50.0,305
343,-75.0,-65.0,-58.0,-32.0,-56.0,305
344,-71.0,-64.0,-59.0,-33.0,-56.0,305
345,-72.0,-67.0,-62.0,-30.0,-65.0,305
346,-75.0,-63.0,-59.0,-39.0,-56.0,305
347,-72.0,-63.0,-66.0,-39.0,-54.0,305
348,-72.0,-64.0,-59.0,-40.0,-59.0,305
349,-90,-66.0,-64.0,-35.0,-58.0,305
350,-78.0,-70.0,-68.0,-32.0,-58.0,305
351,-74.0,-67.0,-66.0,-33.0,-57.0,305
352,-76.0,-57.0,-60.0,-29.0,-51.0,305
353,-73.0,-55.0,-65.0,-32.0,-49.0,305
354,-90,-62.0,-67.0,-29.0,-48.0,305
355,-73.0,-62.0,-64.0,-29.0,-55.0,305
356,-70.0,-54.0,-68.0,-46.0,-49.0,305
357,-90,-66.0,-69.0,-35.0,-54.0,305
358,-73.0,-68.0,-65.0,-44.0,-52.0,305
359,-90,-58.0,-62.0,-36.0,-60.0,305
360,-70.0,-56.0,-66.0,-38.0,-54.0,305
361,-79.0,-57.0,-72.0,-40.0,-47.0,305
362,-78.0,-61.0,-90,-41.0,-45.0,305
